ha_ng,hang
ha_rr,har
ha_hh,hah
za_ng,zang
za_rr,zar
za_hh,zah
xa_ng,xang
xa_rr,xar
xa_hh,xah
fa_ng,fang
fa_rr,far
fa_hh,fah
va_ng,vang
va_rr,var
va_hh,vah
ca_ng,cang
ca_rr,car
ca_hh,cah
nya_ng,nyang
nya_rr,nyar
nya_hh,nyah
kha_ng,khang
kha_rr,khar
kha_hh,khah
sya_ng,syang
sya_rr,syar
sya_hh,syah
qa_ng,qang
qa_rr,qar
qa_hh,qah
ka_rrr,kra
ka_lll,kla
ka_yyy,kya
na_rrr,nra
na_lll,nla
na_yyy,nya
pa_rrr,pra
pa_lll,pla
pa_yyy,pya
ma_rrr,mra
ma_lll,mla
ma_yyy,mya
ta_rrr,tra
ta_lll,tla
ta_yyy,tya
da_rrr,dra
da_lll,dla
da_yyy,dya
ba_rrr,bra
ba_lll,bla
ba_yyy,bya
ga_rrr,gra
ga_lll,gla
ga_yyy,gya
ja_rrr,jra
ja_lll,jla
ja_yyy,jya
ra_rrr,rra
ra_lll,rla
ra_yyy,rya
la_rrr,lra
la_lll,lla
la_yyy,lya
sa_rrr,sra
sa_lll,sla
sa_yyy,sya
ya_rrr,yra
ya_lll,yla
ya_yyy,yya
wa_rrr,wra
wa_lll,wla
wa_yyy,wya
ha_rrr,hra
ha_lll,hla
ha_yyy,hya
za_rrr,zra
za_lll,zla
za_yyy,zya
xa_rrr,xra
xa_lll,xla
xa_yyy,xya
fa_rrr,fra
fa_lll,fla
fa_yyy,fya
va_rrr,vra
va_lll,vla
va_yyy,vya
ca_rrr,cra
ca_lll,cla
ca_yyy,cya
qa_rrr,qra
qa_lll,qla
qa_yyy,qya
ka_ex,ké
ka_ii,ki
ka_oo,ko
ka_uu,ku
ka_ee,ke
ka_eueu,keu
ka_pamaeh,k
na_ex,né
na_ii,ni
na_oo,no
na_uu,nu
na_ee,ne
na_eueu,neu
na_pamaeh,n
pa_ex,pé
pa_ii,pi
pa_oo,po
pa_uu,pu
pa_ee,pe
pa_eueu,peu
pa_pamaeh,p
ma_ex,mé
ma_ii,mi
ma_oo,mo
ma_uu,mu
ma_ee,me
ma_eueu,meu
ma_pamaeh,m
ta_ex,té
ta_ii,ti
ta_oo,to
ta_uu,tu
ta_ee,te
ta_eueu,teu
ta_pamaeh,t
da_ex,dé
da_ii,di
da_oo,do
da_uu,du
da_ee,de
da_eueu,deu
da_pamaeh,d
ba_ex,bé
ba_ii,bi
ba_oo,bo
ba_uu,bu
ba_ee,be
ba_eueu,beu
ba_pamaeh,b
ga_ex,gé
ga_ii,gi
ga_oo,go
ga_uu,gu
ga_ee,ge
ga_eueu,geu
ga_pamaeh,g
ja_ex,jé
ja_ii,ji
ja_oo,jo
ja_uu,ju
ja_ee,je
ja_eueu,jeu
ja_pamaeh,j
ra_ex,ré
ra_ii,ri
ra_oo,ro
ra_uu,ru
ra_ee,re
ra_eueu,reu
ra_pamaeh,r
la_ex,lé
la_ii,li
la_oo,lo
la_uu,lu
la_ee,le
la_eueu,leu
la_pamaeh,l
sa_ex,sé
sa_ii,si
sa_oo,so
sa_uu,su
sa_ee,se
sa_eueu,seu
sa_pamaeh,s
ya_ex,yé
ya_ii,yi
ya_oo,yo
ya_uu,yu
ya_ee,ye
ya_eueu,yeu
ya_pamaeh,y
wa_ex,wé
wa_ii,wi
wa_oo,wo
wa_uu,wu
wa_ee,we
wa_eueu,weu
wa_pamaeh,w
ha_ex,hé
ha_ii,hi
ha_oo,ho
ha_uu,hu
ha_ee,he
ha_eueu,heu
ha_pamaeh,h
za_ex,zé
za_ii,zi
za_oo,zo
za_uu,zu
za_ee,ze
za_eueu,zeu
za_pamaeh,z
xa_ex,xé
xa_ii,xi
xa_oo,xo
xa_uu,xu
xa_ee,xe
xa_eueu,xeu
xa_pamaeh,x
fa_ex,fé
fa_ii,fi
fa_oo,fo
fa_uu,fu
fa_ee,fe
fa_eueu,feu
fa_pamaeh,f
va_ex,vé
va_ii,vi
va_oo,vo
va_uu,vu
va_ee,ve
va_eueu,veu
va_pamaeh,v
ca_ex,cé
ca_ii,ci
ca_oo,co
ca_uu,cu
ca_ee,ce
ca_eueu,ceu
ca_pamaeh,c
nya_ex,nyé
nya_ii,nyi
nya_oo,nyo
nya_uu,nyu
nya_ee,nye
nya_eueu,nyeu
nya_pamaeh,ny
kha_ex,khé
kha_ii,khi
kha_oo,kho
kha_uu,khu
kha_ee,khe
kha_eueu,kheu
kha_pamaeh,kh
sya_ex,syé
sya_ii,syi
sya_oo,syo
sya_uu,syu
sya_ee,sye
sya_eueu,syeu
sya_pamaeh,sy
qa_ex,qé
qa_ii,qi
qa_oo,qo
qa_uu,qu
qa_ee,qe
qa_eueu,qeu
qa_pamaeh,q
ka_ex_ng,kéng
ka_ex_rr,kér
ka_ex_hh,kéh
ka_ii_ng,king
ka_ii_rr,kir
ka_ii_hh,kih
ka_oo_ng,kong
ka_oo_rr,kor
ka_oo_hh,koh
ka_uu_ng,kung
ka_uu_rr,kur
ka_uu_hh,kuh
ka_ee_ng,keng
ka_ee_rr,ker
ka_ee_hh,keh
ka_eueu_ng,keung
ka_eueu_rr,keur
ka_eueu_hh,keuh
na_ex_ng,néng
na_ex_rr,nér
na_ex_hh,néh
na_ii_ng,ning
na_ii_rr,nir
na_ii_hh,nih
na_oo_ng,nong
na_oo_rr,nor
na_oo_hh,noh
na_uu_ng,nung
na_uu_rr,nur
na_uu_hh,nuh
na_ee_ng,neng
na_ee_rr,ner
na_ee_hh,neh
na_eueu_ng,neung
na_eueu_rr,neur
na_eueu_hh,neuh
pa_ex_ng,péng
pa_ex_rr,pér
pa_ex_hh,péh
pa_ii_ng,ping
pa_ii_rr,pir
pa_ii_hh,pih
pa_oo_ng,pong
pa_oo_rr,por
pa_oo_hh,poh
pa_uu_ng,pung
pa_uu_rr,pur
pa_uu_hh,puh
pa_ee_ng,peng
pa_ee_rr,per
pa_ee_hh,peh
pa_eueu_ng,peung
pa_eueu_rr,peur
pa_eueu_hh,peuh
ma_ex_ng,méng
ma_ex_rr,mér
ma_ex_hh,méh
ma_ii_ng,ming
ma_ii_rr,mir
ma_ii_hh,mih
ma_oo_ng,mong
ma_oo_rr,mor
ma_oo_hh,moh
ma_uu_ng,mung
ma_uu_rr,mur
ma_uu_hh,muh
ma_ee_ng,meng
ma_ee_rr,mer
ma_ee_hh,meh
ma_eueu_ng,meung
ma_eueu_rr,meur
ma_eueu_hh,meuh
ta_ex_ng,téng
ta_ex_rr,tér
ta_ex_hh,téh
ta_ii_ng,ting
ta_ii_rr,tir
ta_ii_hh,tih
ta_oo_ng,tong
ta_oo_rr,tor
ta_oo_hh,toh
ta_uu_ng,tung
ta_uu_rr,tur
ta_uu_hh,tuh
ta_ee_ng,teng
ta_ee_rr,ter
ta_ee_hh,teh
ta_eueu_ng,teung
ta_eueu_rr,teur
ta_eueu_hh,teuh
da_ex_ng,déng
da_ex_rr,dér
da_ex_hh,déh
da_ii_ng,ding
da_ii_rr,dir
da_ii_hh,dih
da_oo_ng,dong
da_oo_rr,dor
da_oo_hh,doh
da_uu_ng,dung
da_uu_rr,dur
da_uu_hh,duh
da_ee_ng,deng
da_ee_rr,der
da_ee_hh,deh
da_eueu_ng,deung
da_eueu_rr,deur
da_eueu_hh,deuh
ba_ex_ng,béng
ba_ex_rr,bér
ba_ex_hh,béh
ba_ii_ng,bing
ba_ii_rr,bir
ba_ii_hh,bih
ba_oo_ng,bong
ba_oo_rr,bor
ba_oo_hh,boh
ba_uu_ng,bung
ba_uu_rr,bur
ba_uu_hh,buh
ba_ee_ng,beng
ba_ee_rr,ber
ba_ee_hh,beh
ba_eueu_ng,beung
ba_eueu_rr,beur
ba_eueu_hh,beuh
ga_ex_ng,géng
ga_ex_rr,gér
ga_ex_hh,géh
ga_ii_ng,ging
ga_ii_rr,gir
ga_ii_hh,gih
ga_oo_ng,gong
ga_oo_rr,gor
ga_oo_hh,goh
ga_uu_ng,gung
ga_uu_rr,gur
ga_uu_hh,guh
ga_ee_ng,geng
ga_ee_rr,ger
ga_ee_hh,geh
ga_eueu_ng,geung
ga_eueu_rr,geur
ga_eueu_hh,geuh
ja_ex_ng,jéng
ja_ex_rr,jér
ja_ex_hh,jéh
ja_ii_ng,jing
ja_ii_rr,jir
ja_ii_hh,jih
ja_oo_ng,jong
ja_oo_rr,jor
ja_oo_hh,joh
ja_uu_ng,jung
ja_uu_rr,jur
ja_uu_hh,juh
ja_ee_ng,jeng
ja_ee_rr,jer
ja_ee_hh,jeh
ja_eueu_ng,jeung
ja_eueu_rr,jeur
ja_eueu_hh,jeuh
ra_ex_ng,réng
ra_ex_rr,rér
ra_ex_hh,réh
ra_ii_ng,ring
ra_ii_rr,rir
ra_ii_hh,rih
ra_oo_ng,rong
ra_oo_rr,ror
ra_oo_hh,roh
ra_uu_ng,rung
ra_uu_rr,rur
ra_uu_hh,ruh
ra_ee_ng,reng
ra_ee_rr,rer
ra_ee_hh,reh
ra_eueu_ng,reung
ra_eueu_rr,reur
ra_eueu_hh,reuh
la_ex_ng,léng
la_ex_rr,lér
la_ex_hh,léh
la_ii_ng,ling
la_ii_rr,lir
la_ii_hh,lih
la_oo_ng,long
la_oo_rr,lor
la_oo_hh,loh
la_uu_ng,lung
la_uu_rr,lur
la_uu_hh,luh
la_ee_ng,leng
la_ee_rr,ler
la_ee_hh,leh
la_eueu_ng,leung
la_eueu_rr,leur
la_eueu_hh,leuh
sa_ex_ng,séng
sa_ex_rr,sér
sa_ex_hh,séh
sa_ii_ng,sing
sa_ii_rr,sir
sa_ii_hh,sih
sa_oo_ng,song
sa_oo_rr,sor
sa_oo_hh,soh
sa_uu_ng,sung
sa_uu_rr,sur
sa_uu_hh,suh
sa_ee_ng,seng
sa_ee_rr,ser
sa_ee_hh,seh
sa_eueu_ng,seung
sa_eueu_rr,seur
sa_eueu_hh,seuh
ya_ex_ng,yéng
ya_ex_rr,yér
ya_ex_hh,yéh
ya_ii_ng,ying
ya_ii_rr,yir
ya_ii_hh,yih
ya_oo_ng,yong
ya_oo_rr,yor
ya_oo_hh,yoh
ya_uu_ng,yung
ya_uu_rr,yur
ya_uu_hh,yuh
ya_ee_ng,yeng
ya_ee_rr,yer
ya_ee_hh,yeh
ya_eueu_ng,yeung
ya_eueu_rr,yeur
ya_eueu_hh,yeuh
wa_ex_ng,wéng
wa_ex_rr,wér
wa_ex_hh,wéh
wa_ii_ng,wing
wa_ii_rr,wir
wa_ii_hh,wih
wa_oo_ng,wong
wa_oo_rr,wor
wa_oo_hh,woh
wa_uu_ng,wung
wa_uu_rr,wur
wa_uu_hh,wuh
wa_ee_ng,weng
wa_ee_rr,wer
wa_ee_hh,weh
wa_eueu_ng,weung
wa_eueu_rr,weur
wa_eueu_hh,weuh
ha_ex_ng,héng
ha_ex_rr,hér
ha_ex_hh,héh
ha_ii_ng,hing
ha_ii_rr,hir
ha_ii_hh,hih
ha_oo_ng,hong
ha_oo_rr,hor
ha_oo_hh,hoh
ha_uu_ng,hung
ha_uu_rr,hur
ha_uu_hh,huh
ha_ee_ng,heng
ha_ee_rr,her
ha_ee_hh,heh
ha_eueu_ng,heung
ha_eueu_rr,heur
ha_eueu_hh,heuh
za_ex_ng,zéng
za_ex_rr,zér
za_ex_hh,zéh
za_ii_ng,zing
za_ii_rr,zir
za_ii_hh,zih
za_oo_ng,zong
za_oo_rr,zor
za_oo_hh,zoh
za_uu_ng,zung
za_uu_rr,zur
za_uu_hh,zuh
za_ee_ng,zeng
za_ee_rr,zer
za_ee_hh,zeh
za_eueu_ng,zeung
za_eueu_rr,zeur
za_eueu_hh,zeuh
xa_ex_ng,xéng
xa_ex_rr,xér
xa_ex_hh,xéh
xa_ii_ng,xing
xa_ii_rr,xir
xa_ii_hh,xih
fa_ex_ng,féng
fa_ex_rr,fér
fa_ex_hh,féh
fa_ii_ng,fing
fa_ii_rr,fir
fa_ii_hh,fih
fa_oo_ng,fong
fa_oo_rr,for
fa_oo_hh,foh
fa_uu_ng,fung
fa_uu_rr,fur
fa_uu_hh,fuh
fa_ee_ng,feng
fa_ee_rr,fer
fa_ee_hh,feh
fa_eueu_ng,feung
fa_eueu_rr,feur
fa_eueu_hh,feuh
va_ex_ng,véng
va_ex_rr,vér
va_ex_hh,véh
va_ii_ng,ving
va_ii_rr,vir
va_ii_hh,vih
va_oo_ng,vong
va_oo_rr,vor
va_oo_hh,voh
va_uu_ng,vung
va_uu_rr,vur
va_uu_hh,vuh
va_ee_ng,veng
va_ee_rr,ver
va_ee_hh,veh
va_eueu_ng,veung
va_eueu_rr,veur
va_eueu_hh,veuh
ca_ex_ng,céng
ca_ex_rr,cér
ca_ex_hh,céh
ca_ii_ng,cing
ca_ii_rr,cir
ca_ii_hh,cih
ca_oo_ng,cong
ca_oo_rr,cor
ca_oo_hh,coh
ca_uu_ng,cung
ca_uu_rr,cur
ca_uu_hh,cuh
ca_ee_ng,ceng
ca_ee_rr,cer
ca_ee_hh,ceh
ca_eueu_ng,ceung
ca_eueu_rr,ceur
ca_eueu_hh,ceuh
nya_ex_ng,nyéng
nya_ex_rr,nyér
nya_ex_hh,nyéh
nya_ii_ng,nying
nya_ii_rr,nyir
nya_ii_hh,nyih
nya_oo_ng,nyong
nya_oo_rr,nyor
nya_oo_hh,nyoh
nya_uu_ng,nyung
nya_uu_rr,nyur
nya_uu_hh,nyuh
nya_ee_ng,nyeng
nya_ee_rr,nyer
nya_ee_hh,nyeh
nya_eueu_ng,nyeung
nya_eueu_rr,nyeur
nya_eueu_hh,nyeuh
kha_ex_ng,khéng
kha_ex_rr,khér
kha_ex_hh,khéh
kha_ee_ng,kheng
kha_ee_rr,kher
kha_ee_hh,kheh
kha_eueu_ng,kheung
kha_eueu_rr,kheur
kha_eueu_hh,kheuh
sya_ex_ng,syéng
sya_ex_rr,syér
sya_ex_hh,syéh
sya_ii_ng,sying
sya_ii_rr,syir
sya_ii_hh,syih
sya_oo_ng,syong
sya_oo_rr,syor
sya_oo_hh,syoh
sya_uu_ng,syung
sya_uu_rr,syur
sya_uu_hh,syuh
sya_ee_ng,syeng
sya_ee_rr,syer
sya_ee_hh,syeh
sya_eueu_ng,syeung
sya_eueu_rr,syeur
sya_eueu_hh,syeuh
qa_ex_ng,qéng
qa_ex_rr,qér
qa_ex_hh,qéh
qa_ii_ng,qing
qa_ii_rr,qir
qa_ii_hh,qih
qa_oo_ng,qong
qa_oo_rr,qor
qa_oo_hh,qoh
qa_uu_ng,qung
qa_uu_rr,qur
qa_uu_hh,quh
qa_ee_ng,qeng
qa_ee_rr,qer
qa_ee_hh,qeh
qa_eueu_ng,qeung
qa_eueu_rr,qeur
qa_eueu_hh,qeuh
ka_ex_rrr,kré
ka_ex_lll,klé
ka_ex_yyy,kyé
ka_ii_rrr,kri
ka_ii_lll,kli
ka_ii_yyy,kyi
ka_oo_rrr,kro
ka_oo_lll,klo
ka_oo_yyy,kyo
ka_uu_rrr,kru
ka_uu_lll,klu
ka_uu_yyy,kyu
ka_ee_rrr,kre
ka_ee_lll,kle
ka_ee_yyy,kye
ka_eueu_rrr,kreu
ka_eueu_lll,kleu
ka_eueu_yyy,kyeu
na_ex_rrr,nré
na_ex_lll,nlé
na_ex_yyy,nyé
na_ii_rrr,nri
na_ii_lll,nli
na_ii_yyy,nyi
na_oo_rrr,nro
na_oo_lll,nlo
na_oo_yyy,nyo
na_uu_rrr,nru
na_uu_lll,nlu
na_uu_yyy,nyu
na_ee_rrr,nre
na_ee_lll,nle
na_ee_yyy,nye
na_eueu_rrr,nreu
na_eueu_lll,nleu
na_eueu_yyy,nyeu
pa_ex_rrr,pré
pa_ex_lll,plé
pa_ex_yyy,pyé
pa_ii_rrr,pri
pa_ii_lll,pli
pa_ii_yyy,pyi
pa_oo_rrr,pro
pa_oo_lll,plo
pa_oo_yyy,pyo
pa_uu_rrr,pru
pa_uu_lll,plu
pa_uu_yyy,pyu
pa_ee_rrr,pre
pa_ee_lll,ple
pa_ee_yyy,pye
pa_eueu_rrr,preu
pa_eueu_lll,pleu
pa_eueu_yyy,pyeu
ma_ex_rrr,mré
ma_ex_lll,mlé
ma_ex_yyy,myé
ma_ii_rrr,mri
ma_ii_lll,mli
ma_ii_yyy,myi
ma_oo_rrr,mro
ma_oo_lll,mlo
ma_oo_yyy,myo
ma_uu_rrr,mru
ma_uu_lll,mlu
ma_uu_yyy,myu
ma_ee_rrr,mre
ma_ee_lll,mle
ma_ee_yyy,mye
ma_eueu_rrr,mreu
ma_eueu_lll,mleu
ma_eueu_yyy,myeu
ta_ex_rrr,tré
ta_ex_lll,tlé
ta_ex_yyy,tyé
ta_ii_rrr,tri
ta_ii_lll,tli
ta_ii_yyy,tyi
ta_oo_rrr,tro
ta_oo_lll,tlo
ta_oo_yyy,tyo
ta_uu_rrr,tru
ta_uu_lll,tlu
ta_uu_yyy,tyu
ta_ee_rrr,tre
ta_ee_lll,tle
ta_ee_yyy,tye
ta_eueu_rrr,treu
ta_eueu_lll,tleu
ta_eueu_yyy,tyeu
da_ex_rrr,dré
da_ex_lll,dlé
da_ex_yyy,dyé
da_ii_rrr,dri
da_ii_lll,dli
da_ii_yyy,dyi
da_oo_rrr,dro
da_oo_lll,dlo
da_oo_yyy,dyo
da_uu_rrr,dru
da_uu_lll,dlu
da_uu_yyy,dyu
da_ee_rrr,dre
da_ee_lll,dle
da_ee_yyy,dye
da_eueu_rrr,dreu
da_eueu_lll,dleu
da_eueu_yyy,dyeu
ba_ex_rrr,bré
ba_ex_lll,blé
ba_ex_yyy,byé
ba_ii_rrr,bri
ba_ii_lll,bli
ba_ii_yyy,byi
ba_oo_rrr,bro
ba_oo_lll,blo
ba_oo_yyy,byo
ba_uu_rrr,bru
ba_uu_lll,blu
ba_uu_yyy,byu
ba_ee_rrr,bre
ba_ee_lll,ble
ba_ee_yyy,bye
ba_eueu_rrr,breu
ba_eueu_lll,bleu
ba_eueu_yyy,byeu
ga_ex_rrr,gré
ga_ex_lll,glé
ga_ex_yyy,gyé
ga_ii_rrr,gri
ga_ii_lll,gli
ga_ii_yyy,gyi
ga_oo_rrr,gro
ga_oo_lll,glo
ga_oo_yyy,gyo
ga_uu_rrr,gru
ga_uu_lll,glu
ga_uu_yyy,gyu
ga_ee_rrr,gre
ga_ee_lll,gle
ga_ee_yyy,gye
ga_eueu_rrr,greu
ga_eueu_lll,gleu
ga_eueu_yyy,gyeu
ja_ex_rrr,jré
ja_ex_lll,jlé
ja_ex_yyy,jyé
ja_ii_rrr,jri
ja_ii_lll,jli
ja_ii_yyy,jyi
ja_oo_rrr,jro
ja_oo_lll,jlo
ja_oo_yyy,jyo
ja_uu_rrr,jru
ja_uu_lll,jlu
ja_uu_yyy,jyu
ja_ee_rrr,jre
ja_ee_lll,jle
ja_ee_yyy,jye
ra_ii_rrr,rri
ra_ii_lll,rli
ra_ii_yyy,ryi
ra_oo_rrr,rro
ra_oo_lll,rlo
ra_oo_yyy,ryo
ra_uu_rrr,rru
ra_uu_lll,rlu
ra_uu_yyy,ryu
ra_ee_rrr,rre
ra_ee_lll,rle
ra_ee_yyy,rye
ra_eueu_rrr,rreu
ra_eueu_lll,rleu
ra_eueu_yyy,ryeu
la_ex_rrr,lré
la_ex_lll,llé
la_ex_yyy,lyé
la_ii_rrr,lri
la_ii_lll,lli
la_ii_yyy,lyi
la_oo_rrr,lro
la_oo_lll,llo
la_oo_yyy,lyo
la_uu_rrr,lru
la_uu_lll,llu
la_uu_yyy,lyu
la_ee_rrr,lre
la_ee_lll,lle
la_ee_yyy,lye
sa_ex_rrr,sré
sa_ex_lll,slé
sa_ex_yyy,syé
sa_ii_rrr,sri
sa_ii_lll,sli
sa_ii_yyy,syi
sa_oo_rrr,sro
sa_oo_lll,slo
sa_oo_yyy,syo
sa_uu_rrr,sru
sa_uu_lll,slu
sa_uu_yyy,syu
sa_ee_rrr,sre
sa_ee_lll,sle
sa_ee_yyy,sye
sa_eueu_rrr,sreu
sa_eueu_lll,sleu
sa_eueu_yyy,syeu
ya_ex_rrr,yré
ya_ex_lll,ylé
ya_ex_yyy,yyé
ya_ii_rrr,yri
ya_ii_lll,yli
ya_ii_yyy,yyi
ya_oo_rrr,yro
ya_oo_lll,ylo
ya_oo_yyy,yyo
ya_uu_rrr,yru
ya_uu_lll,ylu
ya_uu_yyy,yyu
ya_ee_rrr,yre
ya_ee_lll,yle
ya_ee_yyy,yye
ya_eueu_rrr,yreu
ya_eueu_lll,yleu
ya_eueu_yyy,yyeu
wa_ex_rrr,wré
wa_ex_lll,wlé
wa_ex_yyy,wyé
wa_ii_rrr,wri
wa_ii_lll,wli
wa_ii_yyy,wyi
wa_oo_rrr,wro
wa_oo_lll,wlo
wa_oo_yyy,wyo
wa_uu_rrr,wru
wa_uu_lll,wlu
wa_uu_yyy,wyu
wa_ee_rrr,wre
wa_ee_lll,wle
wa_ee_yyy,wye
wa_eueu_rrr,wreu
wa_eueu_lll,wleu
wa_eueu_yyy,wyeu
ha_ex_rrr,hré
ha_ex_lll,hlé
ha_ex_yyy,hyé
ha_ii_rrr,hri
ha_ii_lll,hli
ha_ii_yyy,hyi
ha_oo_rrr,hro
ha_oo_lll,hlo
ha_oo_yyy,hyo
ha_uu_rrr,hru
ha_uu_lll,hlu
ha_uu_yyy,hyu
ha_ee_rrr,hre
ha_ee_lll,hle
ha_ee_yyy,hye
ha_eueu_rrr,hreu
ha_eueu_lll,hleu
ha_eueu_yyy,hyeu
fa_ex_rrr,fré
fa_ex_lll,flé
fa_ex_yyy,fyé
fa_ii_rrr,fri
fa_ii_lll,fli
fa_ii_yyy,fyi
fa_oo_rrr,fro
fa_oo_lll,flo
fa_oo_yyy,fyo
fa_uu_rrr,fru
fa_uu_lll,flu
fa_ee_rrr,fre
fa_ee_lll,fle
ca_ii_rrr,cri
ca_ii_lll,cli
ca_ii_yyy,cyi
ca_oo_rrr,cro
ca_oo_lll,clo
ca_oo_yyy,cyo
ca_uu_rrr,cru
ca_uu_lll,clu
ca_uu_yyy,cyu
ma_ii da_ee_ng qa_ee_rr da_oo_hh fa_ii_rr na_ex_ng ka_rr kha_ex da_ee la_uu_lll ra_uu_rr pa_yyy nga ja_eueu_ng ta_ii_lll la_uu_yyy ra_ee za_ex_ng,mi deng qer doh fir néng kar khé de llu rur pya nga jeung tli lyu re zéng
la_hh ja_oo_yyy la_ii_rr sya_pamaeh va_uu_ng ba_eueu_yyy wa_ee_hh na ka_ee_rrr ra_eueu_ng ba_ex_hh la_ii_yyy pa_rrr ta_ex_ng pa_ii,lah jyo lir sy vung byeu weh na kre reung béh lyi pra téng pi
sa_lll nga_ex_hh na_eueu_hh ma_ee_rrr ka_eueu_hh xa_ex_ng da_oo_ng da_uu_rrr xa_rrr ga_ii_yyy na_ex_ng ha_uu_lll la_ee_rr xa nya_ii la_uu_hh ba_ng fa_ee_rrr,sla ngéh neuh mre keuh xéng dong dru xra gyi néng hlu ler xa nyi luh bang fre
qa_lll sya wa_oo_ng ma_ii_yyy pa_yyy ra_ee da_lll ja_oo_rrr,qla sya wong myi pya re dla jro
nya_uu_rr nya_eueu ma_ii_rrr ja_ex_rrr ka_oo_lll ca_ii_lll ja_uu_lll nga_uu ya_eueu_rr ma_ii_yyy wa_ee fa_oo_lll pa_ee_lll wa_uu_lll sa_eueu_rrr da_rrr ya_ii_yyy ra_ii_yyy wa_ex ha_uu,nyur nyeu mri jré klo cli jlu ngu yeur myi we flo ple wlu sreu dra yyi ryi wé hu
va_eueu_hh da_uu_hh na_ex_ng va_oo_rr ga_uu_ng ta_ex_ng ra_uu_yyy ra_oo_lll xa_pamaeh ma_ex ta_yyy ka_eueu_rrr ba_ex_yyy ja_uu wa_ex ta_ee ba_uu_rrr ya_ex la_uu_rr wa_hh ja_pamaeh kha_eueu_ng salapan ya_eueu_ng,veuh duh néng vor gung téng ryu rlo x mé tya kreu byé ju wé te bru yé lur wah j kheung 9 yeung
ya_ii_rrr ja_ee_yyy na_ex_lll pa_oo na_ng da_oo_rrr da_ii_rr la_ee ba_ee_rr pa_hh ra_eueu_yyy pa_oo_rrr ja_ee_rr,yri jye nlé po nang dro dir le ber pah ryeu pro jer
sya_eueu_ng ra_uu_yyy ma_oo_rr ka_eueu_hh ja_uu_yyy xa_ii_ng,syeung ryu mor keuh jyu xing
ga_ii_lll,gli
ka_ee_yyy wa_ex_ng ya_ee_ng ha_lll ca_ii_ng ca_ii_yyy tilu da_oo kha_rr enol fa_uu_rrr na_ii_rrr ba_oo_rrr ka_oo ra_ng ta_ii_ng ka_ex_rrr ga_uu_rr ka_ii ta_ii_rr pa_lll ha ka_uu_ng,kye wéng yeng hla cing cyi 3 do khar 0 fru nri bro ko rang ting kré gur ki tir pla ha kung
wa_ee_rr tujuh wa_ee_lll wa_uu_hh ha_oo_lll qa_oo na_ex_ng ga_oo_yyy xa_ex_hh ha_ex ra_eueu_ng pa_oo_hh nya_oo_rr,wer 7 wle wuh hlo qo néng gyo xéh hé reung poh nyor
sa_uu ra_ii pa_ii_hh pa_ee sa_ee_rrr ba_uu_hh fa_ee nga_oo wa_eueu_ng za_rrr ma_ii_rr ta_hh ha_ii_rr ta_ee_lll na_ex_rr za_oo ya_oo_hh,su ri pih pe sre buh fe ngo weung zra mir tah hir tle nér zo yoh
ja_hh na_eueu pa_ee_hh ha_eueu_yyy u_hh fa_uu_rrr kha_ex hiji,jah neu peh hyeu uh fru khé 1
